PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0xXaZ,rnbqr1k1/2bn1ppp/2p1p3/p1PpN3/Pp1P1P2/3BP1NP/1P4P1/R1BQ1RK1 b - - 0 14,f7f6 d1h5 f6f5 g3f5 e6f5 d3f5 g7g6 f5g6 e8e7 g6f7 e7f7 h5f7,2912,94,82,276,crushing kingsideAttack middlegame veryLong,https://lichess.org/EZjySMXA/black#28,Semi-Slav_Defense Semi-Slav_Defense_Main_Line
0AJ4e,4rr1k/p7/1p1Q4/4p3/3p1p1P/3q4/P4P2/2R1K1R1 b - - 1 29,d3e4 e1d2 f4f3 c1c7 f8f7 d6h6 e4h7 h6c6,2911,102,90,375,crushing defensiveMove endgame exposedKing veryLong,https://lichess.org/RtAVbQcX/black#58,
0LeES,3r4/3k2p1/2p1p2p/4P1q1/Q2Pp3/P6P/1PPR1r2/2K1R3 w - - 0 27,a4a7 d7e8 a7a5 c6c5 h3h4 g5f4,2910,97,83,322,advantage endgame long pin,https://lichess.org/r1fveEfk#53,
0NnBq,8/8/R1p5/2Pp2p1/1P3n2/P4k1p/5P2/6K1 w - - 6 51,g1h2 g5g4 a6a8 d5d4 b4b5 d4d3,2909,174,71,34,crushing endgame long quietMove,https://lichess.org/dNyChIQ6#101,
0ZLMS,2rr2k1/7p/q3P1p1/5p2/p1p1pB2/Ppb1P2P/1P2QPP1/2RR2K1 b - - 0 33,d8d1 e2d1 c3b2 d1d7 a6c6 d7f7 g8h8 e6e7,2908,112,86,478,advancedPawn crushing middlegame veryLong,https://lichess.org/BXcu3lU9/black#66,
0C5Rf,8/7p/1p1p3P/3P2p1/1PP1pk2/8/4K3/8 b - - 0 46,g5g4 c4c5 e4e3 c5d6 g4g3 d6d7 g3g2 d7d8q g2g1q d8c7,2906,106,91,640,advancedPawn advantage endgame pawnEndgame promotion veryLong,https://lichess.org/UIAKttOn/black#92,
0v3Iv,1k3r2/pp2q1r1/1P2pp2/P1NpP3/N1bP4/5QpP/6P1/2R3K1 b - - 0 32,a7a6 e5f6 e7f6 c5e6 g7g8 e6f8 f6d4 g1h1,2906,102,87,479,advantage defensiveMove fork master middlegame veryLong,https://lichess.org/eozaEceI/black#64,
0Rm23,8/8/p1b1p3/5p2/PP3P2/2N1K1k1/8/8 b - - 0 38,g3g4 b4b5 a6b5 a4b5 c6b7 c3d1,2905,117,84,379,crushing defensiveMove endgame long,https://lichess.org/34l5yxch/black#76,
0ysk0,1k1r3r/ppp1bp2/8/3qpBp1/4N1P1/2P3p1/PPQ3P1/R3R1K1 w - - 0 22,e4g3 e7c5 g1f1 c5b6,2905,121,90,694,advantage defensiveMove middlegame short,https://lichess.org/5jyo6NSs#43,
0kWjL,5rk1/2qn1p1p/p2b2pQ/4p3/1r6/2N2R1P/P1P3P1/2B2R1K b - - 1 29,e5e4 f3f7 f8f7 f1f7 g8f7 h6h7 f7e8 c3d5,2903,100,82,345,advantage attraction capturingDefender kingsideAttack middlegame sacrifice veryLong,https://lichess.org/NCLPLR69/black#58,
0oQo4,5Br1/8/8/4p2P/p3kp1K/8/8/1R6 w - - 2 47,b1b8 f4f3 b8b4 e4d5,2902,115,88,326,crushing defensiveMove endgame master short,https://lichess.org/be1jQWBr#93,
0Sxuc,8/6pp/1b6/5P2/2N3P1/pk1K3P/8/8 w - - 2 38,c4d2 b3b4 d3c2 b6d4 c2b1 d4e3 d2f1 e3f4,2901,108,87,603,crushing defensiveMove endgame quietMove veryLong,https://lichess.org/RIZaA1LA#75,
02TvL,2k4r/p1p3q1/P4p2/2p5/Q1NP4/2P2K1P/6p1/R7 w - - 0 28,a1g1 h8h3 f3e2 g7g6 c4d6 c8d8 a4e8 g6e8 d6e8 d8e8 g1g2 h3c3,2900,115,88,762,crushing endgame exposedKing quietMove veryLong,https://lichess.org/AKOqTJ2s#55,
0Sm3G,1r4k1/5ppp/2p1b3/p3r3/Pq1PP3/1n4PP/1P3QB1/1KNR1R2 w - - 0 27,c1a2 b4a4 a2c3 a4a1 b1c2 b3c1 d1c1 b8b2 c2d3 a1c1 d4e5 b2f2 f1c1 f2g2,2900,121,90,2455,advantage deflection discoveredAttack master middlegame queensideAttack quietMove veryLong,https://lichess.org/TIRoMRUH#53,
0WZqd,8/8/5k2/2p4K/1pPp1PB1/pP2p3/P7/8 w - - 0 62,g4e2 f6f5 h5h4 f5f4 h4h3 d4d3 e2d3 f4e5 h3g3 e5d4 d3f5 d4c3,2900,112,86,473,bishopEndgame crushing endgame master veryLong,https://lichess.org/goVylgvw#123,
0o0ox,5r1k/p1p4B/2b1pbQ1/6p1/3P4/q1P2NB1/Pr3PPP/R3K2R w KQ - 3 21,f3g5 a3c3 e1f1 b2f2 g3f2 f6g5,2900,109,80,244,crushing long middlegame,https://lichess.org/82p6pXPQ#41,
06fZA,2kr2r1/1bp2p2/3ppq2/R2P4/1QP1P1np/8/4BPPB/1R4K1 b - - 1 23,b7d5 e2g4 d5e4 c4c5 g8g4 b4e4 g4e4 c5c6,2896,115,88,836,crushing discoveredAttack middlegame sacrifice veryLong,https://lichess.org/bzc7q8iK/black#46,
0nODS,2r1r1k1/1p3pp1/3p2bp/p2Pq3/2p1PNP1/5B1P/PP1RQP2/3K3R w - - 6 25,f4g2 c4c3 b2c3 c8c3 g2e3 g6e4,2895,105,84,245,advantage long middlegame,https://lichess.org/RuaLOB0G#49,
0Jidc,4r3/3Qb1k1/R2p2pp/2pPp3/2P1Pp2/7P/1q2NPP1/6K1 b - - 1 34,g7f7 a6d6 b2e2 d6g6 f7g6 d7e8 g6f6 e8g8 e2e4 g8e6 f6g7 e6e7,2894,105,75,131,attraction crushing deflection endgame fork pin quietMove sacrifice veryLong,https://lichess.org/2E01nwIg/black#68,
0Km5u,1rb2rk1/6pp/1qNp4/1p2ppb1/4P3/2P5/1P3PPP/R2QKB1R w KQ - 2 18,d1d5 g8h8 c6b8 f5e4 f1e2 b6f2 e1d1 f2e3 b8d7 c8d7 d5d6 f8d8 h1f1 h8g8,2892,122,89,2404,attackingF2F7 crushing defensiveMove master middlegame quietMove sacrifice veryLong,https://lichess.org/FGZ74m6z#35,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
0WcTz,8/3P1k2/1b2P3/p4P2/1p2K3/8/PP6/8 b - - 0 38,f7e7 e4d5 a5a4 d5c4 a4a3 b2b3,2892,94,83,178,bishopEndgame crushing defensiveMove endgame long,https://lichess.org/NssoeZVK/black#76,
0EnFX,8/1R6/2K1p3/2Pp4/1Pk5/8/8/5r2 b - - 0 49,f1b1 c6d7 d5d4 c5c6 d4d3 c6c7,2891,97,91,783,advancedPawn crushing endgame long rookEndgame,https://lichess.org/bnZS7U6V/black#98,
0LZTt,8/2k5/P7/KP4p1/7r/7p/7R/8 b - - 0 50,g5g4 h2d2 h4h8 b5b6,2891,93,81,172,crushing endgame quietMove rookEndgame short,https://lichess.org/CsL8FOKr/black#100,
0y48Q,8/pp3p1p/4k1p1/3pP3/1P1K2P1/P3P2P/8/8 b - - 0 37,b7b6 b4b5 g6g5 e3e4 d5e4 d4e4 h7h6 e4d4,2891,105,97,257,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/1JW339x2/black#74,
06UgW,r1b1k2r/ppp3pp/2n5/1B5Q/3Ppp2/N1P1n1q1/PP1N2P1/R5KR b kq - 1 16,g7g6 h5e5 e8f7 b5c4 e3c4 e5c7 f7g8 a3c4,2890,117,87,1844,advantage exposedKing middlegame pin sacrifice veryLong,https://lichess.org/gZdoO5gI/black#32,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
0ZjFd,3Rr2k/p3Pr1p/4Rp1Q/2p2PpP/5q2/2P5/8/3K4 b - - 2 34,f4g4 d1c1 g4a4 e6a6 a4b5 a6d6 h8g8 d8e8 b5e8 d6d8 f7e7 d8e8,2890,110,89,395,attraction clearance crushing defensiveMove endgame pin veryLong,https://lichess.org/v0ih1v6d/black#68,
0rIp2,5rk1/5p1p/4PQp1/q5N1/1b2p3/1B5P/2P1bPPK/1n6 b - - 0 31,b4d6 g2g3 d6g3 h2g2 e2f3 g2g3 a5g5 f6g5,2890,94,94,293,crushing defensiveMove middlegame veryLong,https://lichess.org/Rdr5FNse/black#62,
0BOZN,3r4/kp1r4/1q2p2Q/2pP4/p1P2PP1/PP1R1B2/1K6/8 b - - 0 37,e6d5 h6b6 a7b6 d3d5 d7d5 f3d5 d8e8 g4g5,2889,111,85,406,crushing defensiveMove endgame intermezzo veryLong,https://lichess.org/xU8cuPp5/black#74,
0OVAf,5bk1/3R4/1p2K3/p1p2PB1/2Pp4/8/8/1r6 b - - 1 57,a5a4 e6f6 b6b5 c4b5 a4a3 f6g6,2887,103,85,102,crushing defensiveMove endgame long master,https://lichess.org/T1Mfti3q/black#114,
0Vfww,4r3/6k1/1b6/pp3PBR/4p1P1/2Pp3P/PP3K2/8 w - - 1 44,g5e3 b6e3 f2e3 e8d8 f5f6 g7f7 h5f5 d3d2,2887,111,88,435,advancedPawn advantage endgame quietMove veryLong,https://lichess.org/prfDW7Ea#87,
0WlrM,4r1k1/8/p4p2/1pp1R1p1/8/1PP2PP1/P5K1/4R3 b - - 0 37,e8e5 e1e5 f6e5 b3b4 c5c4 g2f2 g8f7 f2e3,2886,112,88,1159,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/cqiDl9Aa/black#74,
0bvee,r1b4Q/ppk1r2p/2p2n2/8/3qN3/3B2K1/PPP3PP/R3R3 w - - 0 21,e4f6 e7e3 e1e3 d4e3 g3h4 e3f2 h4h5 c8g4 f6g4 f2f7 h5h4 a8h8,2886,91,71,94,advantage collinearMove exposedKing middlegame sacrifice veryLong,https://lichess.org/JlBN5kzi#41,
0PsW8,8/8/pp5p/2p2k2/P4P1P/1P2K3/8/8 w - - 0 44,h4h5 b6b5 a4a5 b5b4 e3d3 f5g4 d3e4 g4h5 e4e5 c5c4,2885,108,82,255,crushing endgame master pawnEndgame quietMove veryLong,https://lichess.org/KnkTKXwI#87,
0sJTv,4r1r1/pp3p1k/1bpp3p/5p1N/2Q5/6P1/Pq3P1P/1R3R1K b - - 1 28,b2e5 b1e1 e5e1 c4f7,2885,114,89,1450,advantage middlegame sacrifice short,https://lichess.org/g1xBjvKy/black#56,
0btrY,rn3r1k/ppp5/6Q1/8/8/5P2/PqP2P1P/R3R1K1 b - - 0 18,b8c6 g6h5 h8g8 g1h1 f8f7 e1g1,2884,100,91,1971,advantage clearance long middlegame,https://lichess.org/Le6rNMGz/black#36,Philidor_Defense Philidor_Defense_Nimzowitsch_Variation
0m3qn,7r/1b4k1/pq2N1np/1p4p1/1P1P2Q1/P2Bn2P/6P1/3R2K1 b - - 0 31,g7h7 d1f1 h8c8 d3g6 h7g6 e6f4 g6h7 g4d7,2883,99,84,497,attraction crushing middlegame pin quietMove veryLong,https://lichess.org/7maA0jMM/black#62,
0xyZA,r1b1kbnr/pp2pppp/2N5/3p4/7P/4B3/PqP1PPP1/RN1QKB1R b KQkq - 0 7,b2a1 e3d4 a1a2 b1c3 a2a3 c3d5 a3d6 d4e5,2883,100,94,223,advantage opening veryLong,https://lichess.org/NQwen9O5/black#14,Zukertort_Opening Zukertort_Opening_Other_variations
0zkGY,4rk2/1pq3pQ/8/p1P2p2/6K1/5N2/PbR2PPP/7R w - - 0 26,g4f5 c7d7 f5f4 b2e5 f3e5 g7g5 f4g5 e8e5 g5f4 d7h7,2883,111,85,270,attraction crushing deflection middlegame sacrifice veryLong,https://lichess.org/cqsygMGK#51,
0MioD,3r1rk1/2p2p1p/p1qp2P1/1p6/6Q1/1PbBP3/P1P2PP1/3K3R b - - 0 19,f7g6 h1h7 d6d5 d3g6 f8f2 g6f5 g8f8 f5e6 f2d2 d1c1 d2c2 c1c2 c3g7 c2d1,2882,103,95,290,advantage defensiveMove discoveredAttack discoveredCheck intermezzo middlegame veryLong,https://lichess.org/NtruE4cV/black#38,
0mRIL,8/p4pp1/8/4k2p/7P/P3KPP1/8/8 w - - 1 37,e3d3 f7f5 d3e3 a7a6,2882,113,86,318,crushing defensiveMove endgame pawnEndgame quietMove short zugzwang,https://lichess.org/oZsSjF4o#73,
0n8nJ,r2r2k1/1b2bppp/p1p1pn2/1pPq2B1/8/4PN2/PP2QPPP/1BR1K2R b K - 4 15,e7c5 e1g1 c5e7 f1d1 d5d1 c1d1 d8d1 e2d1,2882,94,91,1569,advantage castling clearance middlegame trappedPiece veryLong,https://lichess.org/AZvZ0Hh6/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense
0yJgW,7n/3Q1pkn/1p1p1b1q/pPpPp2P/P1P1P3/5PP1/6K1/R6R w - - 1 34,d7d6 h6d2 g2h3 h7g5 h3g4 d2e2 a1f1 g5f3 h5h6 g7g6 f1f3 e2e4 g4h3 e4f3,2882,105,90,2393,advantage deflection middlegame veryLong,https://lichess.org/wmul5UlF#67,
0HwEu,4k3/8/5KP1/8/8/1R5p/4r3/8 b - - 4 56,e2f2 f6g7 h3h2 b3e3 e8d7 e3h3 f2g2 g7f7 h2h1q h3h1,2880,95,96,287,crushing defensiveMove endgame exposedKing rookEndgame veryLong,https://lichess.org/dAdG1lQv/black#112,
0yYGV,7k/p5pp/8/6q1/1P2pr2/PQ1P1P2/4P1KP/5R2 w - - 1 26,g2f2 e4e3 f2e1 g5e5 f1g1 f4f3 e1d1 e5a1 d1c2 a1g1,2880,103,87,690,crushing endgame quietMove skewer veryLong,https://lichess.org/haC6gRi3#51,
0C0oD,8/5p2/6pK/4Pk2/5PRP/8/7r/8 w - - 13 75,e5e6 f7e6 g4g6 h2h4 h6g7 h4f4 g6f6 f5e5 f6h6 f4f1,2879,111,89,1521,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/ojEHbEFR#149,
0zIoG,8/6p1/p3r1kr/R1PPP3/P3K3/8/8/8 b - - 0 55,e6e7 a5a6 g6f7 a6h6 g7h6 d5d6 e7a7 e4f5 a7a5 c5c6 f7e8 f5f6,2879,111,87,582,crushing defensiveMove deflection endgame rookEndgame veryLong,https://lichess.org/dJsuaJQl/black#110,
0lwN2,5rk1/pb5p/8/1PRpP3/P3q3/1Q2BrP1/4B2P/6K1 w - - 5 36,e2f3 e4f3 c5c1 b7c8,2878,106,86,346,crushing defensiveMove middlegame short,https://lichess.org/RjbfbDHA#71,
0pWM8,8/6pp/4K3/8/3kp3/8/5PPP/8 w - - 0 55,e6f7 g7g6 f7e6 d4d3 g2g4 d3e2,2878,107,87,172,crushing endgame long pawnEndgame quietMove,https://lichess.org/OuyfEsIk#109,
11gS8,8/4K3/1R3nk1/1P5p/8/6P1/2r5/8 b - - 8 52,c2d2 b6f6 g6g5 f6d6 d2b2 d6d5,2878,93,85,274,advantage endgame long master,https://lichess.org/AJ0prbLf/black#104,
05nJe,r4k1N/p1p2Bpp/1b6/2p3q1/4n3/5P2/PP4KP/R3Q2R w - - 4 24,g2f1 e4d2 f1e2 c5c4 e1d2 g5g2 e2d1 g2f3 d1c2 f3e4,2877,117,88,1042,crushing deflection exposedKing fork middlegame quietMove sacrifice veryLong,https://lichess.org/tMKXqLiG#47,
0MOKf,3r2k1/2q4r/2ppbb2/p3p1Bn/2P1P2N/2N2P2/PP2BR2/R2Q2K1 w - - 5 27,f2g2 f6g5 g2g5 g8f7,2877,100,66,57,crushing defensiveMove master middlegame short,https://lichess.org/UGL9UmyS#53,
0pkwZ,b3r1nr/P1kn1p1p/Q1p1p1p1/1p1PP3/1b1P1P2/1q1BB1N1/5RPP/R5K1 b - - 0 21,b3d5 a1b1 d7c5 d4c5,2877,113,89,1073,crushing middlegame short,https://lichess.org/4CzNQ1fV/black#42,
0rGSP,8/8/1P1Q4/8/8/4pq2/1KP5/4k3 w - - 3 51,c2c4 e3e2 d6d5 f3f4,2877,105,88,131,advancedPawn crushing endgame queenEndgame short,https://lichess.org/T9nX42Aw#101,
0x9K9,r3rk2/1pp2p2/p1n3p1/6P1/6PQ/2p2RK1/PP1q4/7R b - - 3 25,c6e5 h4h8 f8e7 h8e5 e7d8 h1h8 e8h8 e5h8 d8d7 f3f7 d7c6 h8e5 d2d6 f7f6,2875,102,85,240,advantage interference middlegame pin veryLong,https://lichess.org/4QmU9J13/black#50,
06kQ1,6rk/6b1/2QR4/2pPp1q1/2P1P3/P4p2/5BPp/5B1K w - - 0 39,g2f3 g7f6 c6c5 g5c1 f2g3 c1f1 h1h2 f1f3 c5f2 f3h5 h2g2 f6h4 c4c5 g8g3,2874,94,84,310,advantage exposedKing middlegame pin quietMove veryLong,https://lichess.org/szqS6cwb#77,
01QcW,5R2/8/8/p1p5/PbP3p1/1P3pk1/8/5K2 w - - 4 44,f8b8 b4c3 b8f8 g3h3 f8f7 g4g3 f7f3 h3h2 f1e2 g3g2 f3c3 g2g1q,2873,105,83,343,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/UwsZhZ4i#87,
0Fg6d,r7/pp4rk/6p1/q3p3/2Q3R1/7P/Pp3P2/1K1R4 b - - 9 30,g6g5 g4g5 g7g5 c4h4 h7g6 d1d6 g6f7 h4c4 f7e8 c4e6 e8f8 e6f6,2873,91,85,313,clearance crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/R8EbgNEd/black#60,
0hlk9,r4rk1/qp3p2/p2p1pp1/5P1p/P1B5/2P4P/2P3P1/1R1Q3K b - - 0 25,g6g5 d1d6 g8g7 b1b6 a7b6 d6b6,2873,92,86,266,advantage endgame long,https://lichess.org/OLtdeYNG/black#50,
0miH7,3r3k/4Q1p1/5pBp/4p3/3p4/P4RP1/1q3PKP/3r4 b - - 3 41,d8c8 f3f6 b2b3 g6f7 b3d3 f7e6,2873,102,90,776,crushing endgame long,https://lichess.org/sU6kZr1X/black#82,
0o2ZC,1k6/1b1r4/1R1N1p1p/P1pPpN1n/q1P1Pb2/6PP/5Q1K/1R1r4 b - - 0 32,d1d2 f2d2 f4d2 d6b7 b8a7 b6a6 a7a6 b7c5 a6a5 c5a4,2873,116,87,1028,advantage attraction exposedKing fork middlegame sacrifice veryLong,https://lichess.org/DLechWqY/black#64,
0q1lv,1r2b1k1/p6p/q5p1/3Q1p1P/5P2/P1N5/1Bn2KP1/7R b - - 0 30,g8f8 d5c5 f8g8 c3d5 b8b2 d5e7 g8g7 e7f5 g6f5 c5e7 g7g8 e7e8,2873,97,92,893,clearance crushing exposedKing fork middlegame quietMove sacrifice veryLong,https://lichess.org/KhyqfvwV/black#60,
0UJsC,r1bqr2k/ppp2Bp1/7p/2b1p3/3nP3/7P/PPP1N1P1/R1BQ1RK1 w - - 1 14,f7e8 c8g4 e8b5 d4b5,2872,106,92,2011,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/3bJPvpvF#27,Bishops_Opening Bishops_Opening_Vienna_Hybrid
0j8HR,2r1k2r/3p1ppp/1p6/2qPp1Q1/2b1N3/P7/5PPP/R3K2R b KQk - 0 21,c5d4 e4d6 e8f8 a1c1 h7h6 g5d2,2872,93,84,206,crushing fork long middlegame,https://lichess.org/aZ6Q6XHB/black#42,
0LinX,8/8/3k1p1p/3P2p1/p2K2P1/2P5/6P1/8 w - - 0 42,d4c4 d6e5 d5d6 e5d6 c4b4 d6d5 c3c4 d5d4,2870,115,87,235,advantage endgame pawnEndgame veryLong zugzwang,https://lichess.org/JLqtvCC9#83,
0YG9W,8/Q5pk/8/6q1/1P3np1/P6P/5PP1/6K1 w - - 0 34,h3g4 g5d5 f2f3 d5d1 g1h2 d1d2 a7g1 f4e2 g1c5 d2f4 h2h1 f4h6 c5h5 e2g3 h1h2 g3h5,2870,101,91,1692,clearance crushing endgame fork veryLong,https://lichess.org/MeIrQEaI#67,
0zkWP,8/8/2B4b/p6P/P5P1/1pk2K2/8/8 w - - 0 64,f3g3 h6g5 g3f3 c3b4,2870,99,88,1500,bishopEndgame crushing endgame quietMove short,https://lichess.org/QO8CUKvb#127,
0zGJl,8/4k3/p1p2P2/1pP1K2p/1P2N3/4n3/8/8 b - - 0 52,e7f7 e4g5 f7g6 f6f7 g6g7 e5d6 h5h4 d6c6 h4h3 g5h3,2869,100,85,424,advancedPawn advantage endgame knightEndgame veryLong,https://lichess.org/mIBZCvE0/black#104,
08nB2,4r3/5k1p/1nq1p1p1/4QpP1/2PP1P2/p2K3P/PNP5/4R3 w - - 0 33,c4c5 a3b2 c5b6 e8c8 e5c7 c8c7,2868,95,92,2028,advancedPawn crushing endgame long quietMove,https://lichess.org/gPWo497a#65,
0E1ig,8/8/1p6/2p2kpp/1pP4P/1P3K2/P4P2/8 w - - 0 49,f3g3 f5f6 g3h3 g5g4,2868,102,86,204,crushing endgame master pawnEndgame short,https://lichess.org/MB1IpQ1j#97,
0X2JM,2r2rk1/1Q3ppp/5n2/p3N3/P1P2q2/3P4/6PP/1RR4K w - - 0 23,e5c6 c8c7 b7b8 f4d6 c4c5 d6c6,2868,107,87,326,crushing long middlegame,https://lichess.org/w9iWIeTp#45,
0asGa,8/5p2/pp2p1k1/3pP3/3P2KP/4P3/P7/8 w - - 3 38,g4f4 f7f5 e5f6 g6f6 h4h5 b6b5,2868,90,91,1283,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/K8g24rbo#75,
01AU0,8/7k/4r3/pB6/P7/2Q3P1/4KP2/7q w - - 5 46,e2d3 h1d1 d3c4 e6d6,2867,109,83,400,crushing defensiveMove endgame short,https://lichess.org/oDCrsFl8#91,
0HQUB,8/8/8/6p1/1nk5/8/p2K4/6R1 w - - 9 63,g1g4 c4b3 g4g1 b4d5,2867,102,87,143,crushing defensiveMove endgame master short,https://lichess.org/dStnnVGI#125,
0ZAW0,r2q1rk1/pb3pp1/7p/2p1pP1Q/3pP3/3B1R1P/PPP3P1/2R3K1 b - - 0 19,c5c4 f5f6 c4d3 c2d3 d8d6 c1f1,2867,107,84,417,crushing defensiveMove long middlegame sacrifice,https://lichess.org/t9p92I2Q/black#38,
0qFLY,8/p4n2/1p3kp1/3K4/P5R1/8/5P2/8 w - - 5 41,d5c6 f7e5 c6b7 e5g4 b7a7 b6b5 a4b5 g4f2,2867,102,87,347,crushing endgame fork veryLong,https://lichess.org/ulq1Vzpd#81,
0I4U7,rn2r1k1/p6p/2p1p1p1/3p4/1b2q3/2N4P/1B1Q1PP1/1R2R1K1 b - - 3 25,b4c3 b2c3 e4f5 g2g4 f5b1 e1b1,2866,103,75,177,crushing long middlegame,https://lichess.org/tDCKc0O3/black#50,
0PaT8,3rr1k1/p1q2ppp/bpp2n2/8/4PP2/1P4PP/PBQ1NbB1/R3R2K w - - 0 21,e1f1 a6d3 c2c3 f2c5,2866,109,89,295,advantage defensiveMove middlegame short,https://lichess.org/yO296Amp#41,
0aUI3,8/N1pk2p1/1p1bbn1p/5q2/3P1p2/N1P5/PP2Q2P/R1B2R1K w - - 2 31,a7b5 e6d5 h1g1 f5g6 g1f2 f4f3 e2c2 d5e4,2865,105,84,213,advantage middlegame veryLong,https://lichess.org/eklwcvvJ#61,
0Do26,8/8/2p5/1p2K3/1k3P2/8/8/8 b - - 0 55,c6c5 f4f5 c5c4 f5f6 c4c3 f6f7 c3c2 f7f8q b4b3 f8f4 b5b4 f4c1,2863,102,94,590,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/WP1MO5HS/black#110,
0aUt9,r1b3k1/p5pp/1qp5/3p1p2/8/3B4/P1Q2PPP/4R1K1 b - - 0 25,g7g6 c2c3 b6d8 c3c6,2862,99,92,1259,crushing endgame short,https://lichess.org/Jndszp1l/black#50,
000VW,r4r2/1p3pkp/p5p1/3R1N1Q/3P4/8/P1q2P2/3R2K1 b - - 3 25,g6f5 d5c5 c2e4 h5g5 g7h8 g5f6,2861,108,85,314,crushing endgame long,https://lichess.org/e9AY2m5j/black#50,
0LUhs,6k1/B4pp1/1pp3bp/2P4n/2BQ1K2/5N1P/P5P1/3q4 w - - 10 39,f4g4 d1c2 f3h4 b6b5 g4f3 b5c4,2861,101,85,342,advantage long master middlegame,https://lichess.org/3ylXjUv6#77,
0knZr,5kr1/1p3ppQ/1r2p1P1/3p3P/2pP4/p1P1P1q1/PP1R4/1K5R b - - 0 26,g3e3 g6f7 f8f7 h1f1 f7e7 h7g8 b6b2 b1a1 b2a2 a1b1 a2a1 b1a1 e3c3 a1b1 a3a2 d2a2 c3d3 a2c2 d3f1 b1a2,2861,104,83,538,advancedPawn attraction crushing defensiveMove deflection endgame veryLong,https://lichess.org/yPJIVqK1/black#52,
0N3R9,8/2r5/8/8/3K4/2P2kp1/7R/8 w - - 0 50,h2c2 c7g7 c3c4 g3g2,2860,114,90,1780,advancedPawn crushing endgame master quietMove rookEndgame short,https://lichess.org/YDWmnL99#99,
0VyQ1,6R1/1p5r/2pq1P1k/p3p1pp/8/1P5P/6P1/5Q1K b - - 1 49,h7f7 g8h8 f7h7 h8e8 h6g6 f1b1,2860,112,85,202,crushing endgame long,https://lichess.org/Rc51Mfdx/black#98,
0W8Sd,1r4k1/1p4pp/pPbr1p2/2N1pP1q/2Rp4/1P1Q3P/1P4PK/2R5 b - - 3 32,c6b5 c5b7 b8b7 c4c8 b5e8 c1c7 b7c7 b6c7 d6c6 d3e4 c6c1 e4d5 g8f8 d5d6,2860,109,87,832,advancedPawn advantage clearance master middlegame sacrifice veryLong,https://lichess.org/ybJeGkfE/black#64,
0wliQ,8/3kp3/1q1rQ1p1/p3R3/7p/P1r2PnP/2P3PK/3R4 b - - 0 39,d7c7 e6e7 c7c8 e5a5,2860,113,79,373,advantage master middlegame short,https://lichess.org/JAfNkd9d/black#78,
0Wr6P,8/8/2B2k2/3P4/5p1P/6p1/6PK/3r2N1 w - - 0 65,h2h1 f6e5 d5d6 d1d6,2859,96,81,171,crushing endgame master short,https://lichess.org/SILPvo5M#129,
0qAxA,Q7/1p2qppk/2pN1p1p/2P5/3P4/3n3P/5PP1/7K w - - 1 33,a8b7 e7e1 h1h2 d3f4,2858,100,84,206,crushing endgame master short,https://lichess.org/3DCuBQOj#65,
0uayu,4B3/8/5p1p/pn3K1P/2k3P1/8/8/8 b - - 7 46,a5a4 f5f6 c4c5 e8f7 b5d6 f7a2 d6e4 f6g6 e4c3 g4g5,2858,106,87,367,crushing endgame quietMove veryLong,https://lichess.org/y6Kn8Gdr/black#92,
0QpJl,8/1p3rpk/p1p4p/1PP1Rnq1/P7/8/5Q1P/4R2K w - - 5 39,e1f1 f5g3 f2g3 f7f1 h1g2 f1f5 e5f5 g5f5,2857,99,91,1272,advantage deflection discoveredAttack endgame skewer veryLong,https://lichess.org/WMxm6Gvk#77,
0IKlL,4k3/1pr5/p2bB3/3p1PQ1/3Pb2P/4n3/3q1BP1/5RK1 w - - 7 38,g5e3 c7g7 f1e1 g7g2 g1f1 g2f2 e3f2 d2d3 f1g1 d6g3 f2e2 d3d4 e2e3 d4g7,2856,91,77,162,crushing defensiveMove middlegame veryLong,https://lichess.org/nNdpkTPx#75,
0MYey,r1b2rk1/pp5p/3p1B2/2p2p2/2P4Q/2PB1N2/2K2PP1/q7 b - - 3 24,g8f7 h4h6 f7e8 h6e3 e8d7 e3e7,2856,101,91,446,advantage exposedKing long middlegame,https://lichess.org/2Ey4kFhs/black#48,
0n0dR,2r3k1/1b2p3/pq1pPb1N/2rP3Q/2p2P1P/2p3P1/PP5K/3R4 b - - 2 31,g8g7 f4f5 b6b2 h2h3,2856,92,97,171,crushing defensiveMove middlegame quietMove short,https://lichess.org/5HdAHHfp/black#62,
